IDENTIFICACION,DESCRIPCION,Niv1,Niv2,,Niv3,,Niv4,Num,Con,Des1,,Des2,Des3,Des4,Descripción,DERECHOS CAUSADOS BRUTO,DERECHOS CASTIGADOS,DEVOLUCIONES CAUSADAS,,DERECHOS CAUSADOS NETO,RECAUDO EN EFECTIVO,,,DEVOLUCIONES PAGADAS EFECTIVO,"TOTAL RECAUDO EFECTIVO
NETO",RECAUDO EN TITULOS,,,,DEVOLUCIONES PAGADAS TITULOS,TOTAL RECAUDOS TITULOS,RECAUDO EN COMPENSACIONES,TOTAL RECAUDO NETO,PENDIENTE DE COBRO ,,,
,,3,1,,2,,8,2,2,,,,,,APROVECHAMIENTOS,"519.180.277,96","0,00","42.717.619,70",,"476.462.658,26","519.180.277,96",,,"42.717.619,10","476.462.658,86","0,00",,,,"0,00","0,00","0,00","476.462.658,86","-0,60",,,
,,3,1,,2,,8,2,7,,,,,,FOTOCOPIAS,"10.895.031,81","0,00","0,00",,"10.895.031,81","10.895.031,81",,,"0,00","10.895.031,81","0,00",,,,"0,00","0,00","0,00","10.895.031,81","0,00",,,
,,3,1,,2,,8,2,8,,,,,,REMATES,"568.000,00","0,00","0,00",,"568.000,00","568.000,00",,,"0,00","568.000,00","0,00",,,,"0,00","0,00","0,00","568.000,00","0,00",,,
,,3,2,,,,,,,,,,,,B-RECURSOS DE CAPITAL,"8.316.735,00","0,00","0,00",,"8.316.735,00","8.316.735,00",,,"0,00","8.316.735,00","0,00",,,,"0,00","0,00","0,00","8.316.735,00","0,00",,,
,,3,2,,3,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"8.316.735,00","0,00","0,00",,"8.316.735,00","8.316.735,00",,,"0,00","8.316.735,00","0,00",,,,"0,00","0,00","0,00","8.316.735,00","0,00",,,
,,3,2,,3,,0,3,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"8.316.735,00","0,00","0,00",,"8.316.735,00","8.316.735,00",,,"0,00","8.316.735,00","0,00",,,,"0,00","0,00","0,00","8.316.735,00","0,00",,,
27-01-02,RAMA JUDICIAL - CONSEJO SUPERIOR DE LA JUDICATURA,1,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,"6.387.427.011,89","0,00","136.600,00",,"6.387.290.411,89","6.387.427.011,89",,,"136.600,00","6.387.290.411,89","0,00",,,,"0,00","0,00","0,00","6.387.290.411,89","0,00",,,
,,1,2,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,"6.387.427.011,89","0,00","136.600,00",,"6.387.290.411,89","6.387.427.011,89",,,"136.600,00","6.387.290.411,89","0,00",,,,"0,00","0,00","0,00","6.387.290.411,89","0,00",,,
,,1,2,,1,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","6.387.427.011,89","0,00","136.600,00",,"6.387.290.411,89","6.387.427.011,89",,,"136.600,00","6.387.290.411,89","0,00",,,,"0,00","0,00","0,00","6.387.290.411,89","0,00",,,
,,1,2,,1,,0,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","6.387.427.011,89","0,00","136.600,00",,"6.387.290.411,89","6.387.427.011,89",,,"136.600,00","6.387.290.411,89","0,00",,,,"0,00","0,00","0,00","6.387.290.411,89","0,00",,,
,,1,2,,1,,0,2,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","6.387.427.011,89","0,00","136.600,00",,"6.387.290.411,89","6.387.427.011,89",,,"136.600,00","6.387.290.411,89","0,00",,,,"0,00","0,00","0,00","6.387.290.411,89","0,00",,,
,,1,2,,1,,0,2,4,,,,,,CONTRIBUCIONES NO ESPECIFICADAS,"6.387.427.011,89","0,00","136.600,00",,"6.387.290.411,89","6.387.427.011,89",,,"136.600,00","6.387.290.411,89","0,00",,,,"0,00","0,00","0,00","6.387.290.411,89","0,00",,,
,,1,2,,1,,0,2,4,1,,,,,CONTRIBUCIONES NO ESPECIFICADAS,"6.387.427.011,89","0,00","136.600,00",,"6.387.290.411,89","6.387.427.011,89",,,"136.600,00","6.387.290.411,89","0,00",,,,"0,00","0,00","0,00","6.387.290.411,89","0,00",,,
,,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"3.374.883.230,64","0,00","591.500,00",,"3.374.291.730,64","3.374.883.230,64",,,"591.500,00","3.374.291.730,64","0,00",,,,"0,00","0,00","0,00","3.374.291.730,64","0,00",,,
,,2,4,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"35.950,00","0,00","0,00",,"35.950,00","35.950,00",,,"0,00","35.950,00","0,00",,,,"0,00","0,00","0,00","35.950,00","0,00",,,
,,2,4,,0,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"35.950,00","0,00","0,00",,"35.950,00","35.950,00",,,"0,00","35.950,00","0,00",,,,"0,00","0,00","0,00","35.950,00","0,00",,,
,,2,4,,0,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"35.950,00","0,00","0,00",,"35.950,00","35.950,00",,,"0,00","35.950,00","0,00",,,,"0,00","0,00","0,00","35.950,00","0,00",,,
,,2,4,,0,,0,1,,,,,,,RENDIMIENTOS FINANCIEROS,"35.950,00","0,00","0,00",,"35.950,00","35.950,00",,,"0,00","35.950,00","0,00",,,,"0,00","0,00","0,00","35.950,00","0,00",,,
,,2,4,,0,,0,1,7,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"35.950,00","0,00","0,00",,"35.950,00","35.950,00",,,"0,00","35.950,00","0,00",,,,"0,00","0,00","0,00","35.950,00","0,00",,,
,,2,7,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"2.305.000.000,00","0,00","0,00",,"2.305.000.000,00","2.305.000.000,00",,,"0,00","2.305.000.000,00","0,00",,,,"0,00","0,00","0,00","2.305.000.000,00","0,00",,,
,,2,7,,0,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"2.305.000.000,00","0,00","0,00",,"2.305.000.000,00","2.305.000.000,00",,,"0,00","2.305.000.000,00","0,00",,,,"0,00","0,00","0,00","2.305.000.000,00","0,00",,,
,,2,7,,0,,0,,,,,,,,OTROS RECURSOS DE CAPITAL,"2.305.000.000,00","0,00","0,00",,"2.305.000.000,00","2.305.000.000,00",,,"0,00","2.305.000.000,00","0,00",,,,"0,00","0,00","0,00","2.305.000.000,00","0,00",,,
,,2,7,,0,,0,1,,,,,,,OTROS ,"2.305.000.000,00","0,00","0,00",,"2.305.000.000,00","2.305.000.000,00",,,"0,00","2.305.000.000,00","0,00",,,,"0,00","0,00","0,00","2.305.000.000,00","0,00",,,
,,2,7,,0,,0,1,2,,,,,,FRISCO,"2.305.000.000,00","0,00","0,00",,"2.305.000.000,00","2.305.000.000,00",,,"0,00","2.305.000.000,00","0,00",,,,"0,00","0,00","0,00","2.305.000.000,00","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"1.069.847.280,64","0,00","591.500,00",,"1.069.255.780,64","1.069.847.280,64",,,"591.500,00","1.069.255.780,64","0,00",,,,"0,00","0,00","0,00","1.069.255.780,64","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"1.069.847.280,64","0,00","591.500,00",,"1.069.255.780,64","1.069.847.280,64",,,"591.500,00","1.069.255.780,64","0,00",,,,"0,00","0,00","0,00","1.069.255.780,64","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"1.069.847.280,64","0,00","591.500,00",,"1.069.255.780,64","1.069.847.280,64",,,"591.500,00","1.069.255.780,64","0,00",,,,"0,00","0,00","0,00","1.069.255.780,64","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"1.069.847.280,64","0,00","591.500,00",,"1.069.255.780,64","1.069.847.280,64",,,"591.500,00","1.069.255.780,64","0,00",,,,"0,00","0,00","0,00","1.069.255.780,64","0,00",,,
,,2,8,,0,,0,1,2,,,,,,APROVECHAMIENTOS,"263,00","0,00","0,00",,"263,00","263,00",,,"0,00","263,00","0,00",,,,"0,00","0,00","0,00","263,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"1.069.847.017,64","0,00","591.500,00",,"1.069.255.517,64","1.069.847.017,64",,,"591.500,00","1.069.255.517,64","0,00",,,,"0,00","0,00","0,00","1.069.255.517,64","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"770.451.978,14","0,00","591.500,00",,"769.860.478,14","770.451.978,14",,,"591.500,00","769.860.478,14","0,00",,,,"0,00","0,00","0,00","769.860.478,14","0,00",,,
,,2,8,,0,,0,1,9,3,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,"5.147.726,00","0,00","0,00",,"5.147.726,00","5.147.726,00",,,"0,00","5.147.726,00","0,00",,,,"0,00","0,00","0,00","5.147.726,00","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"294.247.313,50","0,00","0,00",,"294.247.313,50","294.247.313,50",,,"0,00","294.247.313,50","0,00",,,,"0,00","0,00","0,00","294.247.313,50","0,00",,,
,,6,,,,,,,,,,,,,FONDOS ESPECIALES,"435.193.786.820,91","0,00","6.332.174.344,16",,"428.861.612.476,75","441.396.868.696,47",,,"6.362.345.940,16","435.034.522.756,31","0,00",,,,"0,00","0,00","0,00","435.034.522.756,31","-6.172.910.279,56",,,
,,6,0,,,,,,,,,,,,FONDOS ESPECIALES,"435.193.786.820,91","0,00","6.332.174.344,16",,"428.861.612.476,75","441.396.868.696,47",,,"6.362.345.940,16","435.034.522.756,31","0,00",,,,"0,00","0,00","0,00","435.034.522.756,31","-6.172.910.279,56",,,
,,6,0,,0,,,,,,,,,,FONDOS ESPECIALES,"435.193.786.820,91","0,00","6.332.174.344,16",,"428.861.612.476,75","441.396.868.696,47",,,"6.362.345.940,16","435.034.522.756,31","0,00",,,,"0,00","0,00","0,00","435.034.522.756,31","-6.172.910.279,56",,,
,,6,0,,0,,0,,,,,,,,FONDOS ESPECIALES,"435.193.786.820,91","0,00","6.332.174.344,16",,"428.861.612.476,75","441.396.868.696,47",,,"6.362.345.940,16","435.034.522.756,31","0,00",,,,"0,00","0,00","0,00","435.034.522.756,31","-6.172.910.279,56",,,
,,6,0,,0,,0,9,,,,,,,FINANCIACION SECTOR JUSTICIA,"229.075.728.115,91","0,00","358.539.795,78",,"228.717.188.320,13","230.442.634.978,63",,,"358.539.795,78","230.084.095.182,85","0,00",,,,"0,00","0,00","0,00","230.084.095.182,85","-1.366.906.862,72",,,
,,6,0,,0,,0,9,1,,,,,,APORTE SOBRE INGRESOS BRUTOS DE LAS NOTARIAS,"87.069.328.326,23","0,00","30.472.766,00",,"87.038.855.560,23","87.069.328.326,23",,,"30.472.766,00","87.038.855.560,23","0,00",,,,"0,00","0,00","0,00","87.038.855.560,23","0,00",,,
,,6,0,,0,,0,9,2,,,,,,MULTAS FINANCIACION SECTOR JUSTICIA,"103.444.054,00","0,00","15.136.858,00",,"88.307.196,00","103.444.054,00",,,"15.136.858,00","88.307.196,00","0,00",,,,"0,00","0,00","0,00","88.307.196,00","0,00",,,
,,6,0,,0,,0,9,3,,,,,,IMPUESTO SOBRE LOS REMATES,"8.000.000,00","0,00","302.333.439,28",,"-294.333.439,28","8.000.000,00",,,"302.333.439,28","-294.333.439,28","0,00",,,,"0,00","0,00","0,00","-294.333.439,28","0,00",,,
,,6,0,,0,,0,9,5,,,,,,PRESCRIPCION DEPOSITOS JUDICIALES,"0,00","0,00","10.546.732,50",,"-10.546.732,50","0,00",,,"10.546.732,50","-10.546.732,50","0,00",,,,"0,00","0,00","0,00","-10.546.732,50","0,00",,,
,,6,0,,0,,0,9,8,,,,,,RECAUDO LEY 55 DE 1985 SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,"140.698.303.958,68","0,00","0,00",,"140.698.303.958,68","142.065.210.821,40",,,"0,00","142.065.210.821,40","0,00",,,,"0,00","0,00","0,00","142.065.210.821,40","-1.366.906.862,72",,,
,,6,0,,0,,0,9,9,,,,,,TARJETAS PROFESIONALES DE ABOGADO,"1.081.416.067,00","0,00","50.000,00",,"1.081.366.067,00","1.081.416.067,00",,,"50.000,00","1.081.366.067,00","0,00",,,,"0,00","0,00","0,00","1.081.366.067,00","0,00",,,
,,6,0,,0,,0,9,10,,,,,,RENDIMIENTOS FINANCIEROS TARJETAS PROFESIONALES DE ABOGADOS,"115.235.710,00","0,00","0,00",,"115.235.710,00","115.235.710,00",,,"0,00","115.235.710,00","0,00",,,,"0,00","0,00","0,00","115.235.710,00","0,00",,,
,,6,0,,0,,0,67,,,,,,,"FONDO DE MODERNIZACION, DESCONGESTION Y BIENESTAR DE LA ADMINISTRACIÓN DE   JUSTICIA","206.118.058.705,00","0,00","5.973.634.548,38",,"200.144.424.156,62","210.954.233.717,84",,,"6.003.806.144,38","204.950.427.573,46","0,00",,,,"0,00","0,00","0,00","204.950.427.573,46","-4.806.003.416,84",,,
,,6,0,,0,,0,67,4,,,,,,DERECHOS POR ACTUACIONES JUDICIALES,"3.005.184.552,85","0,00","252.975.845,00",,"2.752.208.707,85","3.005.184.552,85",,,"259.050.116,00","2.746.134.436,85","0,00",,,,"0,00","0,00","0,00","2.746.134.436,85","6.074.271,00",,,
,,6,0,,0,,0,67,5,,,,,,ARANCEL JUDICIAL LEY 1743 DE 2014,"1.446.385.432,71","0,00","26.997.259,00",,"1.419.388.173,71","1.446.385.432,71",,,"26.997.259,00","1.419.388.173,71","0,00",,,,"0,00","0,00","0,00","1.419.388.173,71","0,00",,,
,,6,0,,0,,0,67,6,,,,,,CONTRIBUCION ESPECIAL ARBITRAL,"2.572.083.173,94","0,00","9.820.053,00",,"2.562.263.120,94","2.572.083.173,94",,,"9.820.053,00","2.562.263.120,94","0,00",,,,"0,00","0,00","0,00","2.562.263.120,94","0,00",,,
,,6,0,,0,,0,67,7,,,,,,SANCIONES POR DESESTIMACIONES,"133.090.844,00","0,00","0,00",,"133.090.844,00","133.090.844,00",,,"0,00","133.090.844,00","0,00",,,,"0,00","0,00","0,00","133.090.844,00","0,00",,,
,,6,0,,0,,0,67,8,,,,,,PRESCRIPCION DEPOSITOS JUDICIALES,"52.737.777.703,53","0,00","1.556.548.806,14",,"51.181.228.897,39","52.737.777.703,53",,,"1.556.548.806,14","51.181.228.897,39","0,00",,,,"0,00","0,00","0,00","51.181.228.897,39","0,00",,,
,,6,0,,0,,0,67,9,,,,,,MULTAS LEY 1743,"12.433.975.379,90","0,00","150.899.983,80",,"12.283.075.396,10","12.433.975.379,90",,,"150.884.383,80","12.283.090.996,10","0,00",,,,"0,00","0,00","0,00","12.283.090.996,10","-15.600,00",,,
,,6,0,,0,,0,67,10,,,,,,IMPUESTO DE REMATE LEY 1743,"21.567.938.386,68","0,00","3.976.392.601,44",,"17.591.545.785,24","21.567.938.386,68",,,"4.000.505.526,44","17.567.432.860,24","0,00",,,,"0,00","0,00","0,00","17.567.432.860,24","24.112.925,00",,,
,,6,0,,0,,0,67,13,,,,,,RENDIMIENTOS FINANCIEROS LEY 1743,"5.917.812.737,99","0,00","0,00",,"5.917.812.737,99","6.912.856.214,90",,,"0,00","6.912.856.214,90","0,00",,,,"0,00","0,00","0,00","6.912.856.214,90","-995.043.476,91",,,
,,6,0,,0,,0,67,15,,,,,,RENDIMIENTO DE DEPOSITOS JUDICIALES,"106.303.810.493,40","0,00","0,00",,"106.303.810.493,40","110.144.942.029,33",,,"0,00","110.144.942.029,33","0,00",,,,"0,00","0,00","0,00","110.144.942.029,33","-3.841.131.535,93",,,
27-01-03,RAMA JUDICIAL - CORTE SUPREMA DE JUSTICIA,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"252.916.522,59","0,00","0,00",,"252.916.522,59","252.916.522,59",,,"0,00","252.916.522,59","0,00",,,,"0,00","0,00","0,00","252.916.522,59","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"252.916.522,59","0,00","0,00",,"252.916.522,59","252.916.522,59",,,"0,00","252.916.522,59","0,00",,,,"0,00","0,00","0,00","252.916.522,59","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"252.916.522,59","0,00","0,00",,"252.916.522,59","252.916.522,59",,,"0,00","252.916.522,59","0,00",,,,"0,00","0,00","0,00","252.916.522,59","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"252.916.522,59","0,00","0,00",,"252.916.522,59","252.916.522,59",,,"0,00","252.916.522,59","0,00",,,,"0,00","0,00","0,00","252.916.522,59","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"252.916.522,59","0,00","0,00",,"252.916.522,59","252.916.522,59",,,"0,00","252.916.522,59","0,00",,,,"0,00","0,00","0,00","252.916.522,59","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"252.916.522,59","0,00","0,00",,"252.916.522,59","252.916.522,59",,,"0,00","252.916.522,59","0,00",,,,"0,00","0,00","0,00","252.916.522,59","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"119.078.412,59","0,00","0,00",,"119.078.412,59","119.078.412,59",,,"0,00","119.078.412,59","0,00",,,,"0,00","0,00","0,00","119.078.412,59","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"133.838.110,00","0,00","0,00",,"133.838.110,00","133.838.110,00",,,"0,00","133.838.110,00","0,00",,,,"0,00","0,00","0,00","133.838.110,00","0,00",,,
27-01-04,RAMA JUDICIAL - CONSEJO DE ESTADO,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"661.808.874,02","0,00","0,00",,"661.808.874,02","661.808.874,02",,,"0,00","661.808.874,02","0,00",,,,"0,00","0,00","0,00","661.808.874,02","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"661.808.874,02","0,00","0,00",,"661.808.874,02","661.808.874,02",,,"0,00","661.808.874,02","0,00",,,,"0,00","0,00","0,00","661.808.874,02","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"661.808.874,02","0,00","0,00",,"661.808.874,02","661.808.874,02",,,"0,00","661.808.874,02","0,00",,,,"0,00","0,00","0,00","661.808.874,02","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"661.808.874,02","0,00","0,00",,"661.808.874,02","661.808.874,02",,,"0,00","661.808.874,02","0,00",,,,"0,00","0,00","0,00","661.808.874,02","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"661.808.874,02","0,00","0,00",,"661.808.874,02","661.808.874,02",,,"0,00","661.808.874,02","0,00",,,,"0,00","0,00","0,00","661.808.874,02","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"661.808.874,02","0,00","0,00",,"661.808.874,02","661.808.874,02",,,"0,00","661.808.874,02","0,00",,,,"0,00","0,00","0,00","661.808.874,02","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"105.689.420,02","0,00","0,00",,"105.689.420,02","105.689.420,02",,,"0,00","105.689.420,02","0,00",,,,"0,00","0,00","0,00","105.689.420,02","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"556.119.454,00","0,00","0,00",,"556.119.454,00","556.119.454,00",,,"0,00","556.119.454,00","0,00",,,,"0,00","0,00","0,00","556.119.454,00","0,00",,,
27-01-05,RAMA JUDICIAL - CORTE CONSTITUCIONAL,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"132.209.044,00","0,00","0,00",,"132.209.044,00","132.209.044,00",,,"0,00","132.209.044,00","0,00",,,,"0,00","0,00","0,00","132.209.044,00","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"132.209.044,00","0,00","0,00",,"132.209.044,00","132.209.044,00",,,"0,00","132.209.044,00","0,00",,,,"0,00","0,00","0,00","132.209.044,00","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"132.209.044,00","0,00","0,00",,"132.209.044,00","132.209.044,00",,,"0,00","132.209.044,00","0,00",,,,"0,00","0,00","0,00","132.209.044,00","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"132.209.044,00","0,00","0,00",,"132.209.044,00","132.209.044,00",,,"0,00","132.209.044,00","0,00",,,,"0,00","0,00","0,00","132.209.044,00","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"132.209.044,00","0,00","0,00",,"132.209.044,00","132.209.044,00",,,"0,00","132.209.044,00","0,00",,,,"0,00","0,00","0,00","132.209.044,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"132.209.044,00","0,00","0,00",,"132.209.044,00","132.209.044,00",,,"0,00","132.209.044,00","0,00",,,,"0,00","0,00","0,00","132.209.044,00","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"44.164.956,00","0,00","0,00",,"44.164.956,00","44.164.956,00",,,"0,00","44.164.956,00","0,00",,,,"0,00","0,00","0,00","44.164.956,00","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"88.044.088,00","0,00","0,00",,"88.044.088,00","88.044.088,00",,,"0,00","88.044.088,00","0,00",,,,"0,00","0,00","0,00","88.044.088,00","0,00",,,
27-01-08,RAMA JUDICIAL - TRIBUNALES Y JUZGADOS,1,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,"437.687.861,00","0,00","0,00",,"437.687.861,00","437.687.861,00",,,"0,00","437.687.861,00","0,00",,,,"0,00","0,00","0,00","437.687.861,00","0,00",,,
,,1,2,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,"437.687.861,00","0,00","0,00",,"437.687.861,00","437.687.861,00",,,"0,00","437.687.861,00","0,00",,,,"0,00","0,00","0,00","437.687.861,00","0,00",,,
,,1,2,,1,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","437.687.861,00","0,00","0,00",,"437.687.861,00","437.687.861,00",,,"0,00","437.687.861,00","0,00",,,,"0,00","0,00","0,00","437.687.861,00","0,00",,,
,,1,2,,1,,0,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","437.687.861,00","0,00","0,00",,"437.687.861,00","437.687.861,00",,,"0,00","437.687.861,00","0,00",,,,"0,00","0,00","0,00","437.687.861,00","0,00",,,
,,1,2,,1,,0,2,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","437.687.861,00","0,00","0,00",,"437.687.861,00","437.687.861,00",,,"0,00","437.687.861,00","0,00",,,,"0,00","0,00","0,00","437.687.861,00","0,00",,,
,,1,2,,1,,0,2,4,,,,,,CONTRIBUCIONES NO ESPECIFICADAS,"437.687.861,00","0,00","0,00",,"437.687.861,00","437.687.861,00",,,"0,00","437.687.861,00","0,00",,,,"0,00","0,00","0,00","437.687.861,00","0,00",,,
,,1,2,,1,,0,2,4,1,,,,,CONTRIBUCIONES NO ESPECIFICADAS,"437.687.861,00","0,00","0,00",,"437.687.861,00","437.687.861,00",,,"0,00","437.687.861,00","0,00",,,,"0,00","0,00","0,00","437.687.861,00","0,00",,,
,,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"8.446.318.542,11","0,00","21.644.946,00",,"8.424.673.596,11","8.446.318.542,11",,,"21.644.946,00","8.424.673.596,11","0,00",,,,"0,00","0,00","0,00","8.424.673.596,11","0,00",,,
,,2,4,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"3.004,73","0,00","0,00",,"3.004,73","3.004,73",,,"0,00","3.004,73","0,00",,,,"0,00","0,00","0,00","3.004,73","0,00",,,
,,2,4,,0,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"3.004,73","0,00","0,00",,"3.004,73","3.004,73",,,"0,00","3.004,73","0,00",,,,"0,00","0,00","0,00","3.004,73","0,00",,,
,,2,4,,0,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"3.004,73","0,00","0,00",,"3.004,73","3.004,73",,,"0,00","3.004,73","0,00",,,,"0,00","0,00","0,00","3.004,73","0,00",,,
,,2,4,,0,,0,1,,,,,,,RENDIMIENTOS FINANCIEROS,"3.004,73","0,00","0,00",,"3.004,73","3.004,73",,,"0,00","3.004,73","0,00",,,,"0,00","0,00","0,00","3.004,73","0,00",,,
,,2,4,,0,,0,1,7,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"3.004,73","0,00","0,00",,"3.004,73","3.004,73",,,"0,00","3.004,73","0,00",,,,"0,00","0,00","0,00","3.004,73","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"8.446.315.537,38","0,00","21.644.946,00",,"8.424.670.591,38","8.446.315.537,38",,,"21.644.946,00","8.424.670.591,38","0,00",,,,"0,00","0,00","0,00","8.424.670.591,38","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"8.446.315.537,38","0,00","21.644.946,00",,"8.424.670.591,38","8.446.315.537,38",,,"21.644.946,00","8.424.670.591,38","0,00",,,,"0,00","0,00","0,00","8.424.670.591,38","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"8.446.315.537,38","0,00","21.644.946,00",,"8.424.670.591,38","8.446.315.537,38",,,"21.644.946,00","8.424.670.591,38","0,00",,,,"0,00","0,00","0,00","8.424.670.591,38","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"8.446.315.537,38","0,00","21.644.946,00",,"8.424.670.591,38","8.446.315.537,38",,,"21.644.946,00","8.424.670.591,38","0,00",,,,"0,00","0,00","0,00","8.424.670.591,38","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"8.446.315.537,38","0,00","21.644.946,00",,"8.424.670.591,38","8.446.315.537,38",,,"21.644.946,00","8.424.670.591,38","0,00",,,,"0,00","0,00","0,00","8.424.670.591,38","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"4.730.937.716,31","0,00","0,00",,"4.730.937.716,31","4.730.937.716,31",,,"0,00","4.730.937.716,31","0,00",,,,"0,00","0,00","0,00","4.730.937.716,31","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"3.715.377.821,07","0,00","21.644.946,00",,"3.693.732.875,07","3.715.377.821,07",,,"21.644.946,00","3.693.732.875,07","0,00",,,,"0,00","0,00","0,00","3.693.732.875,07","0,00",,,
