IDENTIFICACION,DESCRIPCION,,,Niv1,Niv2,Niv3,Niv4,Num,Con,Des1,Des2,Des3,Des4,Des5,Des6,Des7,Des8,Des9,Des10,Des11,Des12,Des13,,,Des14,Descripción,,,AFORO INICIAL,,MODIFICACIONES AFORO,AFORO VIGENTE,RECAUDO EN EFECTIVO MES,,,,RECAUDO EN EFECTIVO ACUMULADO,DEVOLUCIONES PAGADAS ACUMULADAS,RECAUDO EN EFECTIVO ACUMULADO NETO,SALDO DE AFORO POR RECAUDAR
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"24.496.750,00","0,00","24.496.750,00","-24.496.750,00"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"24.496.750,00","0,00","24.496.750,00","-24.496.750,00"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"24.496.750,00","0,00","24.496.750,00","-24.496.750,00"
,,,,1,2,1,0,2,3,,,,,,,,,,,,,,,,,SANCIONES,,,"0,00",,"0,00","0,00","0,00",,,,"24.496.750,00","0,00","24.496.750,00","-24.496.750,00"
,,,,1,2,1,0,2,3,4,,,,,,,,,,,,,,,,SANCIONES DISCIPLINARIAS,,,"0,00",,"0,00","0,00","0,00",,,,"8.471.750,00","0,00","8.471.750,00","-8.471.750,00"
,,,,1,2,1,0,2,3,5,,,,,,,,,,,,,,,,SANCIONES CONTRACTUALES,,,"0,00",,"0,00","0,00","0,00",,,,"16.025.000,00","0,00","16.025.000,00","-16.025.000,00"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","173.693.061,55",,,,"35.343.861.384,54","0,00","35.343.861.384,54","-35.343.861.384,54"
,,,,2,4,,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","37.288.907,71",,,,"436.058.602,04","0,00","436.058.602,04","-436.058.602,04"
,,,,2,4,0,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","37.288.907,71",,,,"436.058.602,04","0,00","436.058.602,04","-436.058.602,04"
,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","37.288.907,71",,,,"436.058.602,04","0,00","436.058.602,04","-436.058.602,04"
,,,,2,4,0,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","37.288.907,71",,,,"436.058.602,04","0,00","436.058.602,04","-436.058.602,04"
,,,,2,4,0,0,1,8,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS DE INVERSIONES,,,"0,00",,"0,00","0,00","37.288.907,71",,,,"436.058.602,04","0,00","436.058.602,04","-436.058.602,04"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","136.404.153,84",,,,"34.907.802.782,50","0,00","34.907.802.782,50","-34.907.802.782,50"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","136.404.153,84",,,,"34.907.802.782,50","0,00","34.907.802.782,50","-34.907.802.782,50"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","136.404.153,84",,,,"34.907.802.782,50","0,00","34.907.802.782,50","-34.907.802.782,50"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","136.404.153,84",,,,"34.907.802.782,50","0,00","34.907.802.782,50","-34.907.802.782,50"
,,,,2,8,0,0,1,10,,,,,,,,,,,,,,,,,CUOTAS PARTES PENSIONALES,,,"0,00",,"0,00","0,00","0,00",,,,"76.680.518,11","0,00","76.680.518,11","-76.680.518,11"
,,,,2,8,0,0,1,13,,,,,,,,,,,,,,,,,PRESCRIPCION DE ACREEDORES VARIOS,,,"0,00",,"0,00","0,00","0,00",,,,"32.783.410.000,00","0,00","32.783.410.000,00","-32.783.410.000,00"
,,,,2,8,0,0,1,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","29.705,00",,,,"2.685.634,00","0,00","2.685.634,00","-2.685.634,00"
,,,,2,8,0,0,1,3,,,,,,,,,,,,,,,,,FOTOCOPIAS,,,"0,00",,"0,00","0,00","915.123,80",,,,"5.635.015,89","0,00","5.635.015,89","-5.635.015,89"
,,,,2,8,0,0,1,4,,,,,,,,,,,,,,,,,INDEMNIZACIONES,,,"0,00",,"0,00","0,00","0,00",,,,"8.750.000,00","0,00","8.750.000,00","-8.750.000,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","135.459.325,04",,,,"2.030.641.614,50","0,00","2.030.641.614,50","-2.030.641.614,50"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","45.344.919,04",,,,"352.349.944,03","0,00","352.349.944,03","-352.349.944,03"
,,,,2,8,0,0,1,9,2,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-SERVICIO DE LA DEUDA,,,"0,00",,"0,00","0,00","0,00",,,,"603,00","0,00","603,00","-603,00"
,,,,2,8,0,0,1,9,3,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,,,"0,00",,"0,00","0,00","625.206,00",,,,"1.279.320.583,47","0,00","1.279.320.583,47","-1.279.320.583,47"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","89.489.200,00",,,,"397.970.484,00","0,00","397.970.484,00","-397.970.484,00"
,,,,2,8,0,0,1,9,5,,,,,,,,,,,,,,,,REINTEGRO SENTENCIAS Y CONCILIACIONES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"1.000.000,00","0,00","1.000.000,00","-1.000.000,00"
,,,,6,,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"2.088.894.204.000,00",,"0,00","2.088.894.204.000,00","222.065.778.020,95",,,,"2.407.519.532.053,61","0,00","2.407.519.532.053,61","-318.625.328.053,61"
,,,,6,0,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"2.088.894.204.000,00",,"0,00","2.088.894.204.000,00","222.065.778.020,95",,,,"2.407.519.532.053,61","0,00","2.407.519.532.053,61","-318.625.328.053,61"
,,,,6,0,0,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"2.088.894.204.000,00",,"0,00","2.088.894.204.000,00","222.065.778.020,95",,,,"2.407.519.532.053,61","0,00","2.407.519.532.053,61","-318.625.328.053,61"
,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","222.065.778.020,95",,,,"2.407.519.532.053,61","0,00","2.407.519.532.053,61","-2.407.519.532.053,61"
,,,,6,0,0,0,22,,,,,,,,,,,,,,,,,,FONDO DE SOLIDARIDAD PENSIONAL,,,"1.235.538.000.000,00",,"0,00","1.235.538.000.000,00","159.417.767.959,00",,,,"1.443.297.055.821,59","0,00","1.443.297.055.821,59","-207.759.055.821,59"
,,,,6,0,0,0,22,1,,,,,,,,,,,,,,,,,FONDO DE SOLIDARIDAD PENSIONAL- SOLIDARIDAD,,,"0,00",,"0,00","0,00","66.672.345.517,00",,,,"402.382.341.898,43","0,00","402.382.341.898,43","-402.382.341.898,43"
,,,,6,0,0,0,22,1,1,,,,,,,,,,,,,,,,APORTE CINCUENTA POR CIENTO MENOS UNO POR CIENTO SUELDOS SUPERIORES A 4 SMMV,,,"0,00",,"0,00","0,00","64.008.059.672,00",,,,"374.511.112.689,44","0,00","374.511.112.689,44","-374.511.112.689,44"
,,,,6,0,0,0,22,1,2,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","2.588.856.773,00",,,,"27.547.531.016,23","0,00","27.547.531.016,23","-27.547.531.016,23"
,,,,6,0,0,0,22,1,3,,,,,,,,,,,,,,,,MULTAS - FONDO SOLIDARIDAD PENSIONAL,,,"0,00",,"0,00","0,00","75.429.072,00",,,,"323.698.192,76","0,00","323.698.192,76","-323.698.192,76"
,,,,6,0,0,0,22,2,,,,,,,,,,,,,,,,,FONDO DE SOLIDARIDAD PENSIONAL-SUBSISTENCIA,,,"0,00",,"0,00","0,00","92.745.422.442,00",,,,"1.040.914.713.923,16","0,00","1.040.914.713.923,16","-1.040.914.713.923,16"
,,,,6,0,0,0,22,2,1,,,,,,,,,,,,,,,,APORTES CINCUENTA POR CIENTO  MENOS UNO POR CIENTO SUELDOS SUPERIORES A 4 SMMV-SUBSISTENCIA,,,"0,00",,"0,00","0,00","64.535.752.140,00",,,,"375.283.955.573,60","0,00","375.283.955.573,60","-375.283.955.573,60"
,,,,6,0,0,0,22,2,3,,,,,,,,,,,,,,,,APORTES DIFERENCIALES,,,"0,00",,"0,00","0,00","14.971.701.965,00",,,,"95.920.909.756,37","0,00","95.920.909.756,37","-95.920.909.756,37"
,,,,6,0,0,0,22,2,4,,,,,,,,,,,,,,,,APORTES DE PENSIONADOS,,,"0,00",,"0,00","0,00","9.681.922.368,00",,,,"45.298.001.426,97","0,00","45.298.001.426,97","-45.298.001.426,97"
,,,,6,0,0,0,22,2,7,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","3.556.045.969,00",,,,"524.411.847.166,22","0,00","524.411.847.166,22","-524.411.847.166,22"
,,,,6,0,0,0,36,,,,,,,,,,,,,,,,,,PENSIONES EPSA-CVC,,,"26.085.205.000,00",,"0,00","26.085.205.000,00","1.809.064.810,55",,,,"25.539.426.628,49","0,00","25.539.426.628,49","545.778.371,51"
,,,,6,0,0,0,36,1,,,,,,,,,,,,,,,,,APORTE PENSIONES EPSA-CVC,,,"0,00",,"0,00","0,00","1.809.064.810,55",,,,"25.539.426.628,49","0,00","25.539.426.628,49","-25.539.426.628,49"
,,,,6,0,0,0,42,,,,,,,,,,,,,,,,,,FONDO PENSIONES SUPERINTENDENCIAS Y CARBOCOL,,,"18.401.379.000,00",,"0,00","18.401.379.000,00","2.709.899.521,03",,,,"42.417.567.175,52","0,00","42.417.567.175,52","-24.016.188.175,52"
,,,,6,0,0,0,42,1,,,,,,,,,,,,,,,,,APORTE PENSIONES SUPERSOCIEDADES,,,"0,00",,"0,00","0,00","701.212.246,38",,,,"11.344.658.382,53","0,00","11.344.658.382,53","-11.344.658.382,53"
,,,,6,0,0,0,42,2,,,,,,,,,,,,,,,,,APORTE PENSIONES SUPERINDUSTRIA  Y COMERCIO,,,"0,00",,"0,00","0,00","23.206.083,97",,,,"370.961.732,47","0,00","370.961.732,47","-370.961.732,47"
,,,,6,0,0,0,42,3,,,,,,,,,,,,,,,,,APORTES PENSIONES CARBOCOL,,,"0,00",,"0,00","0,00","266.754.001,12",,,,"3.462.965.908,01","0,00","3.462.965.908,01","-3.462.965.908,01"
,,,,6,0,0,0,42,4,,,,,,,,,,,,,,,,,APORTES PENSIONES CAMINOS VECINALES,,,"0,00",,"0,00","0,00","10.243.233,78",,,,"141.144.375,75","0,00","141.144.375,75","-141.144.375,75"
,,,,6,0,0,0,42,5,,,,,,,,,,,,,,,,,APORTES PENSIONES SUPERFINANCIERA,,,"0,00",,"0,00","0,00","11.578.619,84",,,,"173.360.434,20","0,00","173.360.434,20","-173.360.434,20"
,,,,6,0,0,0,42,6,,,,,,,,,,,,,,,,,APORTES PENSIONES CAPRESUB,,,"0,00",,"0,00","0,00","1.696.905.335,94",,,,"26.924.476.342,56","0,00","26.924.476.342,56","-26.924.476.342,56"
,,,,6,0,0,0,60,,,,,,,,,,,,,,,,,,FONDO DE PENSIONES FONDO ROTATORIO DE NOTARIADO Y REGISTRO,,,"9.785.573.000,00",,"0,00","9.785.573.000,00","0,00",,,,"0,00","0,00","0,00","9.785.573.000,00"
,,,,6,0,0,0,74,,,,,,,,,,,,,,,,,,"FONDO DE PENSIONES TELECOM, INRAVISIÓN Y TELEASOCIADAS",,,"799.084.047.000,00",,"0,00","799.084.047.000,00","58.129.040.762,37",,,,"804.647.850.240,68","0,00","804.647.850.240,68","-5.563.803.240,68"
,,,,6,0,0,0,74,1,,,,,,,,,,,,,,,,,APORTE PENSIONES TELECOM,,,"0,00",,"0,00","0,00","53.604.847.884,23",,,,"739.470.577.906,63","0,00","739.470.577.906,63","-739.470.577.906,63"
,,,,6,0,0,0,74,2,,,,,,,,,,,,,,,,,APORTE PENSIONES INRAVISIÓN ,,,"0,00",,"0,00","0,00","3.695.713.880,72",,,,"52.762.175.924,77","0,00","52.762.175.924,77","-52.762.175.924,77"
,,,,6,0,0,0,74,3,,,,,,,,,,,,,,,,,APORTE PENSIONES AUDIOVISUALES,,,"0,00",,"0,00","0,00","56.314.303,87",,,,"615.885.225,41","0,00","615.885.225,41","-615.885.225,41"
,,,,6,0,0,0,74,4,,,,,,,,,,,,,,,,,APORTE PENSIONES TELEASOCIADAS,,,"0,00",,"0,00","0,00","772.164.693,55",,,,"11.799.211.183,87","0,00","11.799.211.183,87","-11.799.211.183,87"
,,,,6,0,0,0,9,,,,,,,,,,,,,,,,,,FINANCIACION SECTOR JUSTICIA,,,"0,00",,"0,00","0,00","4.968,00",,,,"91.617.632.187,33","0,00","91.617.632.187,33","-91.617.632.187,33"
,,,,6,0,0,0,9,11,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,,,"0,00",,"0,00","0,00","4.968,00",,,,"15.192,00","0,00","15.192,00","-15.192,00"
,,,,6,0,0,0,9,6,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"91.617.616.995,33","0,00","91.617.616.995,33","-91.617.616.995,33"
36-01-07,MINISTERIO DEL TRABAJO - SUPERINTENDENCIA DE SUBSIDIO FAMILIAR,,,1,,,,,,,,,,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,,,"0,00",,"0,00","0,00","0,00",,,,"5.603.724,00","0,00","5.603.724,00","-5.603.724,00"
,,,,1,2,,,,,,,,,,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","0,00",,,,"5.603.724,00","0,00","5.603.724,00","-5.603.724,00"
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"5.603.724,00","0,00","5.603.724,00","-5.603.724,00"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"5.603.724,00","0,00","5.603.724,00","-5.603.724,00"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"5.603.724,00","0,00","5.603.724,00","-5.603.724,00"
,,,,1,2,1,0,2,2,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"160.000,00","0,00","160.000,00","-160.000,00"
,,,,1,2,1,0,2,2,3,,,,,,,,,,,,,,,,MULTAS SUPERINTENDENCIAS,,,"0,00",,"0,00","0,00","0,00",,,,"160.000,00","0,00","160.000,00","-160.000,00"
,,,,1,2,1,0,2,3,,,,,,,,,,,,,,,,,SANCIONES,,,"0,00",,"0,00","0,00","0,00",,,,"5.443.724,00","0,00","5.443.724,00","-5.443.724,00"
,,,,1,2,1,0,2,3,4,,,,,,,,,,,,,,,,SANCIONES DISCIPLINARIAS,,,"0,00",,"0,00","0,00","0,00",,,,"5.443.724,00","0,00","5.443.724,00","-5.443.724,00"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","2.996.377,69",,,,"171.471.506,01","0,00","171.471.506,01","-171.471.506,01"
,,,,2,4,,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","2.962.837,69",,,,"40.465.377,01","0,00","40.465.377,01","-40.465.377,01"
,,,,2,4,0,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","2.962.837,69",,,,"40.465.377,01","0,00","40.465.377,01","-40.465.377,01"
,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","2.962.837,69",,,,"40.465.377,01","0,00","40.465.377,01","-40.465.377,01"
,,,,2,4,0,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","2.962.837,69",,,,"40.465.377,01","0,00","40.465.377,01","-40.465.377,01"
,,,,2,4,0,0,1,1,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,,,"0,00",,"0,00","0,00","2.962.837,69",,,,"40.465.377,01","0,00","40.465.377,01","-40.465.377,01"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","33.540,00",,,,"131.006.129,00","0,00","131.006.129,00","-131.006.129,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","33.540,00",,,,"131.006.129,00","0,00","131.006.129,00","-131.006.129,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","33.540,00",,,,"131.006.129,00","0,00","131.006.129,00","-131.006.129,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","33.540,00",,,,"131.006.129,00","0,00","131.006.129,00","-131.006.129,00"
,,,,2,8,0,0,1,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","0,00",,,,"6.187.363,00","0,00","6.187.363,00","-6.187.363,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","33.540,00",,,,"124.818.766,00","0,00","124.818.766,00","-124.818.766,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"106.045.297,00","0,00","106.045.297,00","-106.045.297,00"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","33.540,00",,,,"18.773.469,00","0,00","18.773.469,00","-18.773.469,00"
,,,,6,,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"33.970.874.937,00",,"-1.000.000.000,00","32.970.874.937,00","0,00",,,,"33.970.874.937,00","7.931.939.397,53","26.038.935.539,47","6.931.939.397,53"
,,,,6,0,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"33.970.874.937,00",,"-1.000.000.000,00","32.970.874.937,00","0,00",,,,"33.970.874.937,00","7.931.939.397,53","26.038.935.539,47","6.931.939.397,53"
,,,,6,0,0,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"33.970.874.937,00",,"-1.000.000.000,00","32.970.874.937,00","0,00",,,,"33.970.874.937,00","7.931.939.397,53","26.038.935.539,47","6.931.939.397,53"
,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","0,00",,,,"33.970.874.937,00","7.931.939.397,53","26.038.935.539,47","-26.038.935.539,47"
,,,,6,0,0,0,3,,,,,,,,,,,,,,,,,,CONTRIBUCION ENTIDADES VIGILADAS SUPERINTENDENCIA DE SUBSIDIO FAMILIAR,,,"33.970.874.937,00",,"-1.000.000.000,00","32.970.874.937,00","0,00",,,,"33.970.874.937,00","7.931.939.397,53","26.038.935.539,47","6.931.939.397,53"
,,,,6,0,0,0,3,1,,,,,,,,,,,,,,,,,CONTRIBUCION,,,"0,00",,"0,00","0,00","0,00",,,,"33.970.874.937,00","7.931.939.397,53","26.038.935.539,47","-26.038.935.539,47"
36-02-00,SERVICIO NACIONAL DE APRENDIZAJE (SENA),,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","41.734.480,85",,,,"68.282.573,74","0,00","68.282.573,74","-68.282.573,74"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","41.734.480,85",,,,"68.282.573,74","0,00","68.282.573,74","-68.282.573,74"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","41.734.480,85",,,,"68.282.573,74","0,00","68.282.573,74","-68.282.573,74"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","41.734.480,85",,,,"68.282.573,74","0,00","68.282.573,74","-68.282.573,74"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","41.734.480,85",,,,"68.282.573,74","0,00","68.282.573,74","-68.282.573,74"
,,,,2,8,0,0,1,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","41.329.480,85",,,,"48.101.808,99","0,00","48.101.808,99","-48.101.808,99"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","405.000,00",,,,"20.180.764,75","0,00","20.180.764,75","-20.180.764,75"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","405.000,00",,,,"20.180.764,75","0,00","20.180.764,75","-20.180.764,75"
,,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"1.600.254.750.000,00",,"0,00","1.600.254.750.000,00","175.418.142.126,54",,,,"1.631.514.888.065,93","2.284.535.739,00","1.629.230.352.326,93","-28.975.602.326,93"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"385.965.750.000,00",,"0,00","385.965.750.000,00","54.408.562.378,39",,,,"415.857.194.622,11","1.350.498.213,00","414.506.696.409,11","-28.540.946.409,11"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"385.965.750.000,00",,"0,00","385.965.750.000,00","54.408.562.378,39",,,,"415.857.194.622,11","1.350.498.213,00","414.506.696.409,11","-28.540.946.409,11"
,,,,3,1,2,1,,,,,,,,,,,,,,,,,,,VENTA DE BIENES Y SERVICIOS,,,"20.000.000.000,00",,"0,00","20.000.000.000,00","2.691.754.716,00",,,,"13.530.136.764,00","65.625.068,00","13.464.511.696,00","6.535.488.304,00"
,,,,3,1,2,1,2,,,,,,,,,,,,,,,,,,VENTA DE SERVICIOS,,,"0,00",,"0,00","0,00","2.691.754.716,00",,,,"13.530.136.764,00","65.625.068,00","13.464.511.696,00","-13.464.511.696,00"
,,,,3,1,2,1,2,8,,,,,,,,,,,,,,,,,OTROS SERVICIOS,,,"0,00",,"0,00","0,00","2.691.754.716,00",,,,"13.530.136.764,00","65.625.068,00","13.464.511.696,00","-13.464.511.696,00"
,,,,3,1,2,1,2,8,6,,,,,,,,,,,,,,,,ADMINISTRACION DE PROYECTOS,,,"20.000.000.000,00",,"0,00","20.000.000.000,00","2.691.754.716,00",,,,"13.530.136.764,00","65.625.068,00","13.464.511.696,00","6.535.488.304,00"
,,,,3,1,2,7,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"29.621.000.000,00",,"0,00","29.621.000.000,00","10.688.633.307,00",,,,"35.603.655.833,00","63.528.355,00","35.540.127.478,00","-5.919.127.478,00"
,,,,3,1,2,7,2,,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","10.688.633.307,00",,,,"35.603.655.833,00","63.528.355,00","35.540.127.478,00","-35.540.127.478,00"
,,,,3,1,2,7,2,1,,,,,,,,,,,,,,,,,MULTAS,,,"29.621.000.000,00",,"0,00","29.621.000.000,00","10.688.633.307,00",,,,"35.603.655.833,00","63.528.355,00","35.540.127.478,00","-5.919.127.478,00"
,,,,3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,,,"105.390.000.000,00",,"0,00","105.390.000.000,00","17.466.568.608,12",,,,"121.430.029.510,88","442.068.871,00","120.987.960.639,88","-15.597.960.639,88"
,,,,3,1,2,8,1,,,,,,,,,,,,,,,,,,ORDINARIOS,,,"0,00",,"0,00","0,00","201.847.696,00",,,,"2.481.171.721,66","0,00","2.481.171.721,66","-2.481.171.721,66"
,,,,3,1,2,8,1,3,,,,,,,,,,,,,,,,,AMORTIZACION A PRESTAMOS,,,"0,00",,"0,00","0,00","201.847.696,00",,,,"1.557.562.983,00","0,00","1.557.562.983,00","-1.557.562.983,00"
,,,,3,1,2,8,1,4,,,,,,,,,,,,,,,,,INTERESES CORRIENTES,,,"0,00",,"0,00","0,00","0,00",,,,"923.608.738,66","0,00","923.608.738,66","-923.608.738,66"
,,,,3,1,2,8,2,,,,,,,,,,,,,,,,,,EXTRAORDINARIOS,,,"0,00",,"0,00","0,00","17.264.720.912,12",,,,"118.948.857.789,22","442.068.871,00","118.506.788.918,22","-118.506.788.918,22"
,,,,3,1,2,8,2,1,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"105.390.000.000,00",,"0,00","105.390.000.000,00","6.267.072.245,12",,,,"26.434.452.433,22","442.068.871,00","25.992.383.562,22","79.397.616.437,78"
,,,,3,1,2,8,2,5,,,,,,,,,,,,,,,,,DEVOLUCION IVA,,,"0,00",,"0,00","0,00","10.997.648.667,00",,,,"92.514.405.356,00","0,00","92.514.405.356,00","-92.514.405.356,00"
,,,,3,1,2,9,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"230.954.750.000,00",,"0,00","230.954.750.000,00","23.561.605.747,27",,,,"245.293.372.514,23","779.275.919,00","244.514.096.595,23","-13.559.346.595,23"
,,,,3,1,2,9,2,,,,,,,,,,,,,,,,,,FONDO EMPRENDER,,,"0,00",,"0,00","0,00","7.362.821.898,27",,,,"113.271.387.010,62","734.983.675,00","112.536.403.335,62","-112.536.403.335,62"
