Niv1,Niv2,Niv3,Niv4,Num,Con,,Des1,,Des2,Des3,Des4,Des5,Des6,Des7,Des8,Des9,Des10,Des11,Des12,Des13,Des14,Descripción,AFORO INICIAL,,,MODIFICACIONES AFORO,AFORO VIGENTE,,,RECAUDO EN EFECTIVO MES,,RECAUDO EN EFECTIVO ACUMULADO,DEVOLUCIONES PAGADAS ACUMULADAS,,,,RECAUDO EN EFECTIVO ACUMULADO NETO,SALDO DE AFORO POR RECAUDAR
3,1,2,9,11,1,,,,,,,,,,,,,,,,,TARIFA PARA LA VIGILANCIA Y CONTROL A LAS CURADURIAS URBANAS,"0,00",,,"0,00","0,00",,,"685.842.094,00",,"3.863.060.105,02","0,00",,,,"3.863.060.105,02","-3.863.060.105,02"
3,1,2,9,2,,,,,,,,,,,,,,,,,,FONDO EMPRENDER,"0,00",,,"0,00","0,00",,,"7.362.821.898,27",,"113.271.387.010,62","734.983.675,00",,,,"112.536.403.335,62","-112.536.403.335,62"
3,1,2,9,2,1,,,,,,,,,,,,,,,,,COMPENSACION CUOTA APRENDICES LEY 789 DE 2002,"77.023.000.000,00",,,"0,00","77.023.000.000,00",,,"4.356.688.860,80",,"83.114.225.957,60","454.538.088,80",,,,"82.659.687.868,80","-5.636.687.868,80"
3,1,2,9,2,2,,,,,,,,,,,,,,,,,APOYO DE SOSTENIMIENTO,"19.255.750.000,00",,,"0,00","19.255.750.000,00",,,"1.089.172.215,20",,"20.778.556.489,40","280.445.586,20",,,,"20.498.110.903,20","-1.242.360.903,20"
3,1,2,9,2,6,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS FONDO EMPRENDER,"0,00",,,"0,00","0,00",,,"1.426.908.822,27",,"7.270.235.563,62","0,00",,,,"7.270.235.563,62","-7.270.235.563,62"
3,1,2,9,2,7,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,"0,00",,,"0,00","0,00",,,"490.052.000,00",,"2.108.369.000,00","0,00",,,,"2.108.369.000,00","-2.108.369.000,00"
3,1,2,9,3,,,,,,,,,,,,,,,,,,FONDO NOTARIAS DECRETO 1672 DE 1997,"0,00",,,"0,00","0,00",,,"5.310.651.590,00",,"40.799.517.286,00","64.987.179,00",,,,"40.734.530.107,00","-40.734.530.107,00"
3,1,2,9,3,1,,,,,,,,,,,,,,,,,APORTES NOTARIOS,"0,00",,,"0,00","0,00",,,"5.310.651.590,00",,"40.799.517.286,00","64.987.179,00",,,,"40.734.530.107,00","-40.734.530.107,00"
3,1,2,9,5,,,,,,,,,,,,,,,,,,FONDOS INPEC,"0,00",,,"0,00","0,00",,,"8.202.593.611,47",,"91.040.183.427,68","14.365.477,14",,,,"91.025.817.950,54","-91.025.817.950,54"
3,1,2,9,5,1,,,,,,,,,,,,,,,,,INGRESOS ORDINARIOS,"0,00",,,"0,00","0,00",,,"317.636.908,73",,"2.571.794.261,88","0,00",,,,"2.571.794.261,88","-2.571.794.261,88"
3,1,2,9,5,1,,1,,,,,,,,,,,,,,,MARGEN EN  LA COMERCIALIZACION DE BIENES Y SERVICIOS,"0,00",,,"0,00","0,00",,,"317.636.908,73",,"2.571.794.261,88","0,00",,,,"2.571.794.261,88","-2.571.794.261,88"
3,1,2,9,5,2,,,,,,,,,,,,,,,,,INGRESOS POR ACTIVIDADES ECONOMICAS,"99.497.362.825,00",,,"0,00","99.497.362.825,00",,,"7.744.412.925,88",,"87.127.934.304,59","13.874.251,00",,,,"87.114.060.053,59","12.383.302.771,41"
3,1,2,9,5,2,,1,,,,,,,,,,,,,,,PRODUCTOS AGRICOLAS,"0,00",,,"0,00","0,00",,,"31.875.432,00",,"262.478.696,00","0,00",,,,"262.478.696,00","-262.478.696,00"
3,1,2,9,5,2,,10,,,,,,,,,,,,,,,PRODUCTOS ARTESANALES,"0,00",,,"0,00","0,00",,,"10.205.000,00",,"101.629.196,00","0,00",,,,"101.629.196,00","-101.629.196,00"
3,1,2,9,5,2,,11,,,,,,,,,,,,,,,PRODUCTOS METALURGICOS,"0,00",,,"0,00","0,00",,,"21.883.382,00",,"681.862.145,00","0,00",,,,"681.862.145,00","-681.862.145,00"
3,1,2,9,5,2,,12,,,,,,,,,,,,,,,PRODUCTOS DE MADERA,"0,00",,,"0,00","0,00",,,"1.089.000,00",,"10.204.718,00","0,00",,,,"10.204.718,00","-10.204.718,00"
3,1,2,9,5,2,,13,,,,,,,,,,,,,,,PRENDAS DE VESTIR Y CALZADO,"0,00",,,"0,00","0,00",,,"2.130.200,00",,"39.116.230,00","0,00",,,,"39.116.230,00","-39.116.230,00"
3,1,2,9,5,2,,2,,,,,,,,,,,,,,,PRODUCTOS PISCICOLAS,"0,00",,,"0,00","0,00",,,"11.824.790,00",,"67.348.739,00","0,00",,,,"67.348.739,00","-67.348.739,00"
3,1,2,9,5,2,,3,,,,,,,,,,,,,,,SEMOVIENTES,"0,00",,,"0,00","0,00",,,"14.169.860,00",,"205.659.891,00","0,00",,,,"205.659.891,00","-205.659.891,00"
3,1,2,9,5,2,,4,,,,,,,,,,,,,,,PRODUCTOS AVICOLAS,"0,00",,,"0,00","0,00",,,"44.632.300,00",,"466.752.697,00","0,00",,,,"466.752.697,00","-466.752.697,00"
3,1,2,9,5,2,,5,,,,,,,,,,,,,,,PRODUCTOS PECUARIOS,"0,00",,,"0,00","0,00",,,"89.478.132,00",,"724.482.539,00","0,00",,,,"724.482.539,00","-724.482.539,00"
3,1,2,9,5,2,,7,,,,,,,,,,,,,,,PRODUCTOS ALIMENTICIOS,"0,00",,,"0,00","0,00",,,"2.356.030.989,67",,"24.620.915.572,50","11.466.500,00",,,,"24.609.449.072,50","-24.609.449.072,50"
3,1,2,9,5,2,,8,,,,,,,,,,,,,,,SERVICIO DE LAVANDERIA,"0,00",,,"0,00","0,00",,,"2.116.340,00",,"68.139.773,00","0,00",,,,"68.139.773,00","-68.139.773,00"
3,1,2,9,5,2,,9,,,,,,,,,,,,,,,VIVERES Y RANCHO,"0,00",,,"0,00","0,00",,,"5.158.977.500,21",,"59.879.344.108,09","2.407.751,00",,,,"59.876.936.357,09","-59.876.936.357,09"
3,1,2,9,5,3,,,,,,,,,,,,,,,,,OTROS INGRESOS,"0,00",,,"0,00","0,00",,,"140.543.776,86",,"1.340.454.861,21","491.226,14",,,,"1.339.963.635,07","-1.339.963.635,07"
3,1,2,9,5,3,,1,,,,,,,,,,,,,,,RECUPERACIONES,"0,00",,,"0,00","0,00",,,"0,00",,"7.901.819,40","0,00",,,,"7.901.819,40","-7.901.819,40"
3,1,2,9,5,3,,2,,,,,,,,,,,,,,,APROVECHAMIENTOS,"0,00",,,"0,00","0,00",,,"140.543.776,86",,"1.332.553.041,81","491.226,14",,,,"1.332.061.815,67","-1.332.061.815,67"
3,1,2,9,6,,,,,,,,,,,,,,,,,,FONDO DE VIVIENDA,"0,00",,,"0,00","0,00",,,"3.319.993.718,00",,"32.221.290.359,00","0,00",,,,"32.221.290.359,00","-32.221.290.359,00"
3,1,2,9,6,1,,,,,,,,,,,,,,,,,AMORTIZACION A PRESTAMOS,"22.025.000.000,00",,,"0,00","22.025.000.000,00",,,"1.610.834.639,00",,"16.747.168.187,00","0,00",,,,"16.747.168.187,00","5.277.831.813,00"
3,1,2,9,6,2,,,,,,,,,,,,,,,,,INTERESES CORRIENTES,"0,00",,,"0,00","0,00",,,"420.990.326,00",,"4.227.464.857,00","0,00",,,,"4.227.464.857,00","-4.227.464.857,00"
3,1,2,9,6,4,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,"102.000.000,00",,,"0,00","102.000.000,00",,,"0,00",,"21.143.500,00","0,00",,,,"21.143.500,00","80.856.500,00"
3,1,2,9,6,5,,,,,,,,,,,,,,,,,AHORRO VOLUNTARIO,"3.344.000.000,00",,,"0,00","3.344.000.000,00",,,"1.288.168.753,00",,"4.360.481.815,00","0,00",,,,"4.360.481.815,00","-1.016.481.815,00"
3,1,2,9,6,7,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,"0,00",,,"0,00","0,00",,,"0,00",,"6.865.032.000,00","0,00",,,,"6.865.032.000,00","-6.865.032.000,00"
3,1,2,9,7,,,,,,,,,,,,,,,,,,FONDO INDUSTRIA DE LA CONSTRUCCION FIC,"0,00",,,"0,00","0,00",,,"12.878.790.131,00",,"99.800.695.144,61","44.292.244,00",,,,"99.756.402.900,61","-99.756.402.900,61"
3,1,2,9,7,1,,,,,,,,,,,,,,,,,CONTRIBUCIONES PATRONALES,"109.205.000.000,00",,,"0,00","109.205.000.000,00",,,"12.878.790.131,00",,"98.011.794.144,61","44.292.244,00",,,,"97.967.501.900,61","11.237.498.099,39"
3,1,2,9,7,4,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,"0,00",,,"0,00","0,00",,,"0,00",,"1.788.901.000,00","0,00",,,,"1.788.901.000,00","-1.788.901.000,00"
3,1,2,9,8,,,,,,,,,,,,,,,,,,FONDO NACIONAL DE SEGURIDAD VIAL,"0,00",,,"0,00","0,00",,,"4.368.001.431,00",,"117.818.512.651,00","0,00",,,,"117.818.512.651,00","-117.818.512.651,00"
3,1,2,9,8,1,,,,,,,,,,,,,,,,,TRES POR CIENTO SOBRE LAS PRIIMAS DEL SOAT,"0,00",,,"0,00","0,00",,,"0,00",,"69.993.824.089,00","0,00",,,,"69.993.824.089,00","-69.993.824.089,00"
3,1,2,9,8,2,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"0,00",,,"0,00","0,00",,,"743.021.231,00",,"9.404.874.329,00","0,00",,,,"9.404.874.329,00","-9.404.874.329,00"
3,1,2,9,8,3,,,,,,,,,,,,,,,,,PARTICIPACION SOBRE SERVICIOS,"0,00",,,"0,00","0,00",,,"3.624.980.200,00",,"38.419.814.233,00","0,00",,,,"38.419.814.233,00","-38.419.814.233,00"
3,1,2,9,9,,,,,,,,,,,,,,,,,,FONDO CONTRA LA EXPLOTACION SEXUAL DE MENORES ART 24 LEY 679 DE 2001,"0,00",,,"0,00","0,00",,,"16.300.492,00",,"242.058.373,40","0,00",,,,"242.058.373,40","-242.058.373,40"
3,1,2,9,9,4,,,,,,,,,,,,,,,,,MULTAS NUMERAL 1 ART 10 LEY 679 DE 2001,"0,00",,,"0,00","0,00",,,"16.300.492,00",,"242.058.373,40","0,00",,,,"242.058.373,40","-242.058.373,40"
3,1,3,,,,,,,,,,,,,,,,,,,,OTROS INGRESOS CORRIENTES,"98.433.000.000,00",,,"0,00","98.433.000.000,00",,,"15.401.389.867,00",,"92.994.417.803,00","41.177,00",,,,"92.994.376.626,00","5.438.623.374,00"
3,1,3,1,,,,,,,,,,,,,,,,,,,INGRESOS POR U.P.C. REGIMEN CONTRIBUTIVO,"95.097.000.000,00",,,"0,00","95.097.000.000,00",,,"15.244.027.490,00",,"92.004.561.254,00","41.177,00",,,,"92.004.520.077,00","3.092.479.923,00"
3,1,3,1,1,,,,,,,,,,,,,,,,,,UNIDAD DE PAGO POR CAPITACION REGIMEN CONTRIBUTIVO-UPC,"0,00",,,"0,00","0,00",,,"15.244.027.490,00",,"92.004.561.254,00","41.177,00",,,,"92.004.520.077,00","-92.004.520.077,00"
3,1,3,3,,,,,,,,,,,,,,,,,,,INGRESOS ADMINISTRADOS DEL FOSYGA,"3.336.000.000,00",,,"0,00","3.336.000.000,00",,,"157.362.377,00",,"989.856.549,00","0,00",,,,"989.856.549,00","2.346.143.451,00"
3,1,3,3,1,,,,,,,,,,,,,,,,,,PREVENCION Y PROMOCION DE LA SALUD,"0,00",,,"0,00","0,00",,,"157.362.377,00",,"989.856.549,00","0,00",,,,"989.856.549,00","-989.856.549,00"
3,1,3,3,1,1,,,,,,,,,,,,,,,,,INGRESOS ADMINISTRADOS DEL FOSYGA,"0,00",,,"0,00","0,00",,,"157.362.377,00",,"989.856.549,00","0,00",,,,"989.856.549,00","-989.856.549,00"
3,2,,,,,,,,,,,,,,,,,,,,,B-RECURSOS DE CAPITAL,"2.896.307.451.167,00",,,"-348.204.936.537,00","2.548.102.514.630,00",,,"222.213.451.936,08",,"2.491.532.654.341,68","464.270.374,39",,,,"2.491.068.383.967,29","57.034.130.662,71"
3,2,3,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"246.220.963.580,00",,,"-831.409.318,00","245.389.554.262,00",,,"26.167.059.714,95",,"181.860.535.907,99","313.771.945,39",,,,"181.546.763.962,60","63.842.790.299,40"
3,2,3,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"246.220.963.580,00",,,"-831.409.318,00","245.389.554.262,00",,,"26.167.059.714,95",,"181.860.535.907,99","313.771.945,39",,,,"181.546.763.962,60","63.842.790.299,40"
3,2,3,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTO POR REAJUSTE MONETARIO,"0,00",,,"0,00","0,00",,,"7.419.580,01",,"49.357.034,80","0,00",,,,"49.357.034,80","-49.357.034,80"
3,2,3,0,3,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"1.020.000.000,00",,,"0,00","1.020.000.000,00",,,"667.165.129,28",,"13.220.220.519,22","1.357.656,74",,,,"13.218.862.862,48","-12.198.862.862,48"
3,2,3,0,4,,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPOSITOS EN ADMINISTRACION,"32.800.000.000,00",,,"-31.800.000.000,00","1.000.000.000,00",,,"1.797.485.495,49",,"40.945.394.402,15","312.414.288,65",,,,"40.632.980.113,50","-39.632.980.113,50"
3,2,3,0,6,,,,,,,,,,,,,,,,,,UTILIDAD EN NEGOCIACION Y VENTA DE INVERSIONES EN TITULOS PARTICIPATIVOS,"0,00",,,"0,00","0,00",,,"0,00",,"0,00","0,00",,,,"0,00","0,00"
3,2,3,0,7,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS DE INVERSIONES,"104.289.000.000,00",,,"0,00","104.289.000.000,00",,,"203.001.847,17",,"1.539.001.266,82","0,00",,,,"1.539.001.266,82","102.749.998.733,18"
3,2,3,0,8,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,"43.245.466.315,00",,,"-150.206.336,00","43.095.259.979,00",,,"23.491.987.663,00",,"126.106.562.685,00","0,00",,,,"126.106.562.685,00","-83.011.302.706,00"
3,2,5,,,,,,,,,,,,,,,,,,,,RECURSOS DEL BALANCE,"2.490.107.487.587,00",,,"-339.004.347.013,00","2.151.103.140.574,00",,,"195.989.203.455,36",,"2.280.681.639.647,49","150.498.429,00",,,,"2.280.531.141.218,49","-129.428.000.644,49"
3,2,5,1,,,,,,,,,,,,,,,,,,,VENTA DE ACTIVOS,"1.110.527.875,00",,,"0,00","1.110.527.875,00",,,"1.786.536.531,00",,"6.332.181.591,64","0,00",,,,"6.332.181.591,64","-5.221.653.716,64"
3,2,5,1,1,,,,,,,,,,,,,,,,,,VENTA DE MUEBLES,"0,00",,,"0,00","0,00",,,"0,00",,"208.393.532,76","0,00",,,,"208.393.532,76","-208.393.532,76"
3,2,5,1,2,,,,,,,,,,,,,,,,,,VENTA DE INMUEBLES,"7.178.340,00",,,"0,00","7.178.340,00",,,"1.786.536.531,00",,"6.123.788.058,88","0,00",,,,"6.123.788.058,88","-6.116.609.718,88"
3,2,5,2,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,"2.453.478.008.712,00",,,"-339.004.347.013,00","2.114.473.661.699,00",,,"168.519.254.353,55",,"1.969.511.992.339,87","0,00",,,,"1.969.511.992.339,87","144.961.669.359,13"
3,2,5,2,1,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,"666.571.000.000,00",,,"-45.666.833.637,00","620.904.166.363,00",,,"168.518.248.478,55",,"1.954.443.367.538,55","0,00",,,,"1.954.443.367.538,55","-1.333.539.201.175,55"
3,2,5,2,2,,,,,,,,,,,,,,,,,,DIVIDENDOS Y UTILIDADES,"0,00",,,"0,00","0,00",,,"1.005.875,00",,"15.068.624.801,32","0,00",,,,"15.068.624.801,32","-15.068.624.801,32"
3,2,5,2,2,1,,,,,,,,,,,,,,,,,SOBRE INVERSIONES EN ENTIDADES/EMPRESAS NO CONTROLADAS,"0,00",,,"0,00","0,00",,,"1.005.875,00",,"15.068.624.801,32","0,00",,,,"15.068.624.801,32","-15.068.624.801,32"
3,2,5,2,2,1,,3,,,,,,,,,,,,,,,SOCIEDADES DE ECONOMIA MIXTA,"0,00",,,"0,00","0,00",,,"0,00",,"14.120.481.234,20","0,00",,,,"14.120.481.234,20","-14.120.481.234,20"
3,2,5,2,2,1,,4,,,,,,,,,,,,,,,EMPRESAS PRIVADAS,"0,00",,,"0,00","0,00",,,"1.005.875,00",,"948.143.567,12","0,00",,,,"948.143.567,12","-948.143.567,12"
3,2,5,4,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,"32.746.848.000,00",,,"0,00","32.746.848.000,00",,,"20.709.511.942,12",,"191.483.509.803,93","722.119,00",,,,"191.482.787.684,93","-158.735.939.684,93"
3,2,5,4,1,,,,,,,,,,,,,,,,,,ADMINISTRACION DEL SISTEMA GENERAL DE PENSIONES,"0,00",,,"0,00","0,00",,,"10.970.410.752,08",,"62.457.558.285,59","0,00",,,,"62.457.558.285,59","-62.457.558.285,59"
3,2,5,4,2,,,,,,,,,,,,,,,,,,OTRAS RECUPERACIONES,"0,00",,,"0,00","0,00",,,"9.739.101.190,04",,"129.025.951.518,34","722.119,00",,,,"129.025.229.399,34","-129.025.229.399,34"
3,2,5,5,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DEL BALANCE,"2.772.103.000,00",,,"0,00","2.772.103.000,00",,,"4.973.900.628,69",,"113.353.955.912,05","149.776.310,00",,,,"113.204.179.602,05","-110.432.076.602,05"
3,2,5,5,1,,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIA ANTERIOR,"0,00",,,"0,00","0,00",,,"2.489.901.361,03",,"83.170.031.641,01","46.394.864,00",,,,"83.123.636.777,01","-83.123.636.777,01"
3,2,5,5,1,1,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"0,00",,,"0,00","0,00",,,"347.411.268,27",,"47.513.450.674,12","14.594.880,00",,,,"47.498.855.794,12","-47.498.855.794,12"
3,2,5,5,1,2,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-SERVICIO DE LA DEUDA,"0,00",,,"0,00","0,00",,,"127.670,00",,"127.670,00","0,00",,,,"127.670,00","-127.670,00"
3,2,5,5,1,3,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,"0,00",,,"0,00","0,00",,,"972.759.306,63",,"21.234.472.515,70","0,00",,,,"21.234.472.515,70","-21.234.472.515,70"
3,2,5,5,1,4,,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"0,00",,,"0,00","0,00",,,"376.783.209,00",,"4.083.062.735,20","2.197.730,00",,,,"4.080.865.005,20","-4.080.865.005,20"
3,2,5,5,1,5,,,,,,,,,,,,,,,,,REINTEGROS PENSIONALES,"2.772.103.000,00",,,"0,00","2.772.103.000,00",,,"209.675.385,00",,"1.707.103.959,83","29.602.254,00",,,,"1.677.501.705,83","1.094.601.294,17"
3,2,5,5,1,6,,,,,,,,,,,,,,,,,PRESCRIPCION DE ACREEDORES VARIOS,"0,00",,,"0,00","0,00",,,"583.144.522,13",,"8.631.814.086,16","0,00",,,,"8.631.814.086,16","-8.631.814.086,16"
3,2,5,5,2,,,,,,,,,,,,,,,,,,INTERESES DE MORA,"0,00",,,"0,00","0,00",,,"2.483.999.267,66",,"30.095.916.072,68","103.381.446,00",,,,"29.992.534.626,68","-29.992.534.626,68"
3,2,5,5,4,,,,,,,,,,,,,,,,,,REMANENTES LIQUIDACION OTRAS ENTIDADES,"0,00",,,"0,00","0,00",,,"0,00",,"88.008.198,36","0,00",,,,"88.008.198,36","-88.008.198,36"
3,2,6,,,,,,,,,,,,,,,,,,,,DONACIONES,"159.979.000.000,00",,,"-8.369.180.206,00","151.609.819.794,00",,,"57.188.765,77",,"28.990.478.786,20","0,00",,,,"28.990.478.786,20","122.619.341.007,80"
3,2,6,0,,,,,,,,,,,,,,,,,,,DONACIONES,"159.979.000.000,00",,,"-8.369.180.206,00","151.609.819.794,00",,,"57.188.765,77",,"28.990.478.786,20","0,00",,,,"28.990.478.786,20","122.619.341.007,80"
3,2,6,0,2,,,,,,,,,,,,,,,,,,DONACIONES EXTERNAS,"0,00",,,"0,00","0,00",,,"57.188.765,77",,"28.990.478.786,20","0,00",,,,"28.990.478.786,20","-28.990.478.786,20"
3,5,,,,,,,,,,,,,,,,,,,,,C-CONTRIBUCIONES PARAFISCALES,"3.458.680.720.000,00",,,"-4.929.174.144,00","3.453.751.545.856,00",,,"386.926.810.396,51",,"3.621.768.299.529,18","4.418.241.525,00",,,,"3.617.350.058.004,18","-163.598.512.148,18"
3,5,0,,,,,,,,,,,,,,,,,,,,C-CONTRIBUCIONES PARAFISCALES,"3.458.680.720.000,00",,,"-4.929.174.144,00","3.453.751.545.856,00",,,"386.926.810.396,51",,"3.621.768.299.529,18","4.418.241.525,00",,,,"3.617.350.058.004,18","-163.598.512.148,18"
3,5,0,0,,,,,,,,,,,,,,,,,,,C-CONTRIBUCIONES PARAFISCALES,"3.458.680.720.000,00",,,"-4.929.174.144,00","3.453.751.545.856,00",,,"386.926.810.396,51",,"3.621.768.299.529,18","4.418.241.525,00",,,,"3.617.350.058.004,18","-163.598.512.148,18"
3,5,0,0,1,,,,,,,,,,,,,,,,,,APORTES LEY 21/82,"0,00",,,"0,00","0,00",,,"386.926.810.396,51",,"3.621.768.299.529,18","4.418.241.525,00",,,,"3.617.350.058.004,18","-3.617.350.058.004,18"
3,5,0,0,1,1,,,,,,,,,,,,,,,,,SENA,"1.015.000.000.000,00",,,"0,00","1.015.000.000.000,00",,,"115.192.198.695,15",,"1.077.858.748.093,82","934.037.526,00",,,,"1.076.924.710.567,82","-61.924.710.567,82"
3,5,0,0,1,2,,,,,,,,,,,,,,,,,ICBF,"0,00",,,"0,00","0,00",,,"255.184.295.955,21",,"2.387.729.157.304,80","3.301.522.265,00",,,,"2.384.427.635.039,80","-2.384.427.635.039,80"
3,5,0,0,1,3,,,,,,,,,,,,,,,,,ESAP,"0,00",,,"0,00","0,00",,,"16.550.315.746,15",,"156.180.394.130,56","182.681.734,00",,,,"155.997.712.396,56","-155.997.712.396,56"
5,,,,,,,,,,,,,,,,,,,,,,RENTAS PARAFISCALES,"1.933.745.679.865,00",,,"0,00","1.933.745.679.865,00",,,"164.194.002.332,52",,"1.991.539.394.054,33","0,00",,,,"1.991.539.394.054,33","-57.793.714.189,33"
5,0,,,,,,,,,,,,,,,,,,,,,RENTAS PARAFISCALES,"1.933.745.679.865,00",,,"0,00","1.933.745.679.865,00",,,"164.194.002.332,52",,"1.991.539.394.054,33","0,00",,,,"1.991.539.394.054,33","-57.793.714.189,33"
5,0,0,,,,,,,,,,,,,,,,,,,,RENTAS PARAFISCALES,"1.933.745.679.865,00",,,"0,00","1.933.745.679.865,00",,,"164.194.002.332,52",,"1.991.539.394.054,33","0,00",,,,"1.991.539.394.054,33","-57.793.714.189,33"
5,0,0,0,,,,,,,,,,,,,,,,,,,RENTAS PARAFISCALES,"1.933.745.679.865,00",,,"0,00","1.933.745.679.865,00",,,"164.194.002.332,52",,"1.991.539.394.054,33","0,00",,,,"1.991.539.394.054,33","-57.793.714.189,33"
5,0,0,0,1,,,,,,,,,,,,,,,,,,FONDO DE PRESTACIONES SOCIALES DEL MAGISTERIO,"1.906.445.679.865,00",,,"0,00","1.906.445.679.865,00",,,"164.194.002.332,52",,"1.972.293.272.881,33","0,00",,,,"1.972.293.272.881,33","-65.847.593.016,33"
5,0,0,0,1,2,,,,,,,,,,,,,,,,,AFILIADO PENSIONES,"0,00",,,"0,00","0,00",,,"74.534.661.845,00",,"919.598.193.972,00","0,00",,,,"919.598.193.972,00","-919.598.193.972,00"
5,0,0,0,1,3,,,,,,,,,,,,,,,,,AFILIADO SALUD  ,"0,00",,,"0,00","0,00",,,"88.430.473.109,00",,"1.035.282.127.041,00","0,00",,,,"1.035.282.127.041,00","-1.035.282.127.041,00"
5,0,0,0,1,4,,,,,,,,,,,,,,,,,RENDIMIENTO DE INVERSIONES,"0,00",,,"0,00","0,00",,,"1.228.867.378,52",,"17.412.951.868,33","0,00",,,,"17.412.951.868,33","-17.412.951.868,33"
5,0,0,0,2,,,,,,,,,,,,,,,,,,CONTRIBUCIÓN ESPECTACULOS PÚBLICOS (Art. 7 Ley 1493 de 2011),"27.300.000.000,00",,,"0,00","27.300.000.000,00",,,"0,00",,"19.246.121.173,00","0,00",,,,"19.246.121.173,00","8.053.878.827,00"
5,0,0,0,2,1,,,,,,,,,,,,,,,,,BOLETERIA,"0,00",,,"0,00","0,00",,,"0,00",,"19.023.785.000,00","0,00",,,,"19.023.785.000,00","-19.023.785.000,00"
5,0,0,0,2,2,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS ,"0,00",,,"0,00","0,00",,,"0,00",,"32.837.574,00","0,00",,,,"32.837.574,00","-32.837.574,00"
5,0,0,0,2,3,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUN,"0,00",,,"0,00","0,00",,,"0,00",,"189.498.599,00","0,00",,,,"189.498.599,00","-189.498.599,00"
6,,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,"11.372.146.375.984,00",,,"-211.344.204.700,00","11.160.802.171.284,00",,,"1.947.463.768.301,77",,"11.275.077.454.656,38","37.001.024.436,67",,,,"11.238.076.430.219,71","-77.274.258.935,71"
6,0,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,"11.372.146.375.984,00",,,"-211.344.204.700,00","11.160.802.171.284,00",,,"1.947.463.768.301,77",,"11.275.077.454.656,38","37.001.024.436,67",,,,"11.238.076.430.219,71","-77.274.258.935,71"
6,0,0,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,"11.372.146.375.984,00",,,"-211.344.204.700,00","11.160.802.171.284,00",,,"1.947.463.768.301,77",,"11.275.077.454.656,38","37.001.024.436,67",,,,"11.238.076.430.219,71","-77.274.258.935,71"
6,0,0,0,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,"11.372.146.375.984,00",,,"-211.344.204.700,00","11.160.802.171.284,00",,,"1.947.463.768.301,77",,"11.275.077.454.656,38","37.001.024.436,67",,,,"11.238.076.430.219,71","-77.274.258.935,71"
6,0,0,0,10,,,,,,,,,,,,,,,,,,FONDO DEFENSA NACIONAL,"41.860.000.000,00",,,"-38.490.860.000,00","3.369.140.000,00",,,"1.237.060.403,00",,"2.651.374.277,00","3.283.800,00",,,,"2.648.090.477,00","721.049.523,00"
6,0,0,0,10,1,,,,,,,,,,,,,,,,,CUOTA DE COMPENSACION MILITAR    ,"0,00",,,"0,00","0,00",,,"262.338.080,00",,"1.035.456.978,00","1.475.000,00",,,,"1.033.981.978,00","-1.033.981.978,00"
6,0,0,0,10,11,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"0,00",,,"0,00","0,00",,,"0,00",,"0,00","0,00",,,,"0,00","0,00"
6,0,0,0,10,8,,,,,,,,,,,,,,,,,VENTA DE MUEBLES,"0,00",,,"0,00","0,00",,,"974.722.323,00",,"1.615.917.299,00","1.808.800,00",,,,"1.614.108.499,00","-1.614.108.499,00"
